ID,n_adults,n_children,weekend_nights,week_nights,meal_plan,car_parking_space,room_type,previous_cancellations,previous_bookings_not_canceled,avg_room_price,special_requests,status
1237,1,0,1,1,Not Selected,0,Room_Type 1,0,0,79.2,1,Not_Canceled
1238,3,0,1,3,Meal Plan 1,0,Room_Type 5,0,0,150.45,1,Not_Canceled
1239,2,0,2,3,Meal Plan 1,0,Room_Type 1,0,0,58,0,Not_Canceled
1240,2,0,1,2,Not Selected,0,Room_Type 1,0,0,89,1,Canceled
1241,2,0,0,1,Meal Plan 1,0,Room_Type 1,0,0,105,1,Not_Canceled
1242,1,0,1,3,Meal Plan 1,0,Room_Type 1,0,0,92.4,0,Not_Canceled
1243,1,0,2,0,Meal Plan 1,0,Room_Type 1,0,0,90.9,1,Not_Canceled
1244,1,0,0,2,Meal Plan 1,0,Room_Type 1,0,0,100,0,Not_Canceled
1245,2,0,1,4,Meal Plan 1,0,Room_Type 1,0,0,63.58,0,Not_Canceled
1246,2,0,0,2,Meal Plan 2,0,Room_Type 1,0,0,109,0,Not_Canceled
1247,2,0,0,2,Meal Plan 1,0,Room_Type 4,0,0,175,2,Not_Canceled
1248,1,0,2,1,Not Selected,0,Room_Type 1,0,0,159,2,Not_Canceled
1249,2,0,0,1,Not Selected,0,Room_Type 1,0,0,71.1,0,Canceled
1250,1,0,2,3,Meal Plan 1,0,Room_Type 1,0,0,108.9,1,Not_Canceled
1251,1,0,0,2,Meal Plan 1,0,Room_Type 1,0,0,73,0,Not_Canceled
1252,1,0,0,1,Meal Plan 1,0,Room_Type 1,0,0,79,0,Not_Canceled
1253,2,0,0,3,Not Selected,0,Room_Type 1,0,0,57.93,1,Not_Canceled
1254,1,0,0,2,Meal Plan 1,0,Room_Type 1,0,0,100.8,0,Canceled
1255,2,0,0,1,Meal Plan 1,0,Room_Type 4,0,0,156,0,Canceled
1256,2,0,1,1,Meal Plan 1,0,Room_Type 4,0,0,129,1,Not_Canceled
1257,2,0,2,4,Not Selected,0,Room_Type 1,0,0,68.72,0,Not_Canceled
1258,1,0,0,2,Meal Plan 2,0,Room_Type 1,0,0,80,0,Canceled
1259,2,0,1,3,Meal Plan 1,0,Room_Type 1,0,0,64.98,1,Not_Canceled
1260,2,0,0,2,Meal Plan 2,0,Room_Type 1,0,0,101.5,0,Canceled
1261,1,0,0,1,Meal Plan 1,0,Room_Type 4,0,0,150.15,1,Canceled
1262,2,1,2,2,Meal Plan 1,0,Room_Type 1,0,0,99.45,2,Not_Canceled
1263,2,0,1,4,Meal Plan 1,0,Room_Type 1,0,0,97.71,1,Not_Canceled
1264,2,0,0,2,Meal Plan 1,0,Room_Type 1,0,0,105.3,0,Canceled
1265,2,0,1,3,Meal Plan 1,0,Room_Type 1,0,0,105.3,1,Not_Canceled
1266,2,1,1,3,Meal Plan 1,0,Room_Type 4,0,0,143.1,0,Not_Canceled
1267,2,0,2,2,Meal Plan 1,0,Room_Type 4,0,0,107,0,Canceled
1268,2,0,1,2,Meal Plan 1,0,Room_Type 1,0,0,89.93,0,Not_Canceled
1269,1,0,0,1,Meal Plan 1,0,Room_Type 1,0,0,102.7,0,Not_Canceled
1270,1,0,2,1,Meal Plan 2,0,Room_Type 1,0,0,86,0,Not_Canceled
1271,2,0,0,3,Meal Plan 1,0,Room_Type 1,0,0,120,1,Not_Canceled
1272,3,0,0,3,Meal Plan 1,0,Room_Type 4,0,0,182.33,2,Not_Canceled
1273,2,0,2,2,Not Selected,0,Room_Type 1,0,0,80.75,0,Canceled
1274,3,0,0,2,Meal Plan 1,0,Room_Type 1,0,0,126.3,2,Not_Canceled
1275,2,1,0,2,Meal Plan 1,0,Room_Type 4,0,0,20,2,Not_Canceled
1276,3,0,2,5,Meal Plan 1,0,Room_Type 1,0,0,212.06,0,Canceled
1277,2,0,2,1,Not Selected,0,Room_Type 1,0,0,142.33,1,Not_Canceled
1278,1,0,0,3,Meal Plan 1,0,Room_Type 1,0,0,64.6,0,Not_Canceled
1279,2,0,1,3,Meal Plan 1,0,Room_Type 1,0,0,85,0,Canceled
1280,2,0,0,1,Meal Plan 1,0,Room_Type 1,0,0,141,1,Canceled
1281,1,0,0,2,Not Selected,0,Room_Type 1,0,0,103.18,1,Not_Canceled
1282,1,0,1,1,Meal Plan 1,1,Room_Type 1,0,0,124,1,Not_Canceled
1283,2,0,2,3,Meal Plan 1,1,Room_Type 4,0,0,140.4,1,Not_Canceled
1284,2,0,1,1,Meal Plan 2,0,Room_Type 1,0,0,115,1,Canceled
1285,1,0,1,4,Meal Plan 1,0,Room_Type 1,0,0,95,0,Not_Canceled
1286,1,0,1,1,Meal Plan 1,0,Room_Type 1,0,0,70,0,Not_Canceled
1287,2,0,1,2,Meal Plan 1,0,Room_Type 2,0,0,78.55,1,Canceled
1288,2,0,2,1,Meal Plan 1,0,Room_Type 1,0,0,71.84,0,Not_Canceled
1289,1,0,0,2,Meal Plan 1,1,Room_Type 1,0,0,55,1,Not_Canceled
1290,3,0,1,3,Meal Plan 1,0,Room_Type 4,0,0,158.4,1,Not_Canceled
1291,2,0,2,2,Meal Plan 1,0,Room_Type 1,0,0,119.85,1,Canceled
1292,2,1,0,1,Meal Plan 1,0,Room_Type 1,0,0,109,0,Canceled
1293,2,0,2,1,Meal Plan 1,0,Room_Type 4,0,0,118.8,1,Canceled
1294,2,0,2,2,Meal Plan 2,0,Room_Type 1,0,0,143.1,2,Not_Canceled
1295,2,0,0,1,Not Selected,0,Room_Type 1,0,0,88,0,Not_Canceled
1296,2,0,2,1,Not Selected,0,Room_Type 1,0,0,76.1,2,Not_Canceled
1297,2,0,0,1,Meal Plan 1,0,Room_Type 1,0,0,120,0,Not_Canceled
1298,2,0,2,0,Meal Plan 1,0,Room_Type 1,0,0,126.9,0,Not_Canceled
1299,2,0,1,4,Meal Plan 1,0,Room_Type 4,0,0,138.24,0,Not_Canceled
1300,2,0,2,3,Meal Plan 1,0,Room_Type 1,0,0,63.75,1,Not_Canceled
1301,2,0,1,3,Meal Plan 1,0,Room_Type 1,0,0,107.55,0,Not_Canceled
1302,3,0,0,3,Meal Plan 1,0,Room_Type 4,0,0,147.3,0,Canceled
1303,1,0,0,2,Meal Plan 1,0,Room_Type 1,0,0,95,0,Not_Canceled
1304,2,0,0,2,Meal Plan 1,0,Room_Type 5,0,0,160.2,1,Not_Canceled
1305,2,0,2,2,Not Selected,0,Room_Type 1,0,0,81.25,0,Canceled
1306,2,0,2,1,Not Selected,0,Room_Type 1,0,0,88.2,1,Not_Canceled
1307,2,0,1,0,Meal Plan 1,0,Room_Type 1,0,0,85.47,1,Not_Canceled
1308,2,0,0,2,Not Selected,0,Room_Type 1,0,0,89.1,2,Not_Canceled
1309,2,0,0,3,Meal Plan 1,0,Room_Type 1,0,0,146.33,2,Not_Canceled
1310,2,0,0,3,Not Selected,0,Room_Type 1,0,0,116.1,0,Canceled
1311,2,0,1,2,Meal Plan 1,0,Room_Type 1,0,0,38.67,0,Not_Canceled
1312,2,0,0,2,Meal Plan 1,1,Room_Type 1,0,0,98.25,1,Not_Canceled
1313,2,0,0,2,Meal Plan 1,0,Room_Type 1,0,0,120,0,Canceled
1314,2,0,0,2,Meal Plan 1,1,Room_Type 1,0,0,135.9,2,Canceled
1315,2,0,2,5,Meal Plan 1,0,Room_Type 1,0,0,90.95,1,Not_Canceled
1316,1,0,0,2,Meal Plan 1,0,Room_Type 1,0,0,130,0,Not_Canceled
1317,2,0,1,3,Meal Plan 1,0,Room_Type 1,0,0,124.25,3,Not_Canceled
1318,2,0,0,3,Meal Plan 2,0,Room_Type 1,0,0,117,0,Not_Canceled
1319,2,0,2,5,Meal Plan 1,0,Room_Type 1,0,0,85,2,Not_Canceled
1320,2,2,1,2,Meal Plan 1,0,Room_Type 6,0,0,198.9,0,Canceled
1321,2,0,1,3,Meal Plan 1,0,Room_Type 1,0,0,84,1,Not_Canceled
1322,2,1,0,3,Meal Plan 1,0,Room_Type 1,0,0,143.1,2,Not_Canceled
1323,2,0,0,2,Meal Plan 1,0,Room_Type 1,0,0,108,0,Not_Canceled
1324,2,1,2,4,Meal Plan 1,0,Room_Type 1,0,0,135.15,0,Canceled
1325,2,0,0,3,Not Selected,0,Room_Type 1,0,0,87.78,1,Not_Canceled
1326,1,0,0,3,Meal Plan 1,0,Room_Type 1,0,0,60,0,Canceled
1327,2,0,2,3,Meal Plan 1,0,Room_Type 1,0,0,101.15,0,Not_Canceled
1328,2,0,1,2,Meal Plan 1,0,Room_Type 1,0,0,80.27,0,Not_Canceled
1329,2,0,1,3,Meal Plan 1,0,Room_Type 1,0,0,82.45,1,Not_Canceled
1330,2,0,0,3,Meal Plan 2,0,Room_Type 1,0,0,160,0,Not_Canceled
1331,2,0,0,1,Not Selected,0,Room_Type 1,0,0,149,3,Not_Canceled
1332,2,0,0,4,Meal Plan 1,0,Room_Type 1,0,0,135.9,1,Canceled
1333,2,0,0,3,Meal Plan 1,0,Room_Type 4,0,0,122.4,0,Canceled
1334,1,0,0,1,Meal Plan 1,0,Room_Type 1,0,0,124,1,Not_Canceled
1335,3,0,2,1,Meal Plan 2,0,Room_Type 4,0,0,187,2,Not_Canceled
1336,2,0,2,1,Meal Plan 2,0,Room_Type 1,0,0,94.5,0,Canceled
1337,2,0,2,1,Meal Plan 1,0,Room_Type 1,0,0,80.75,1,Not_Canceled
1338,3,0,2,1,Meal Plan 1,0,Room_Type 4,0,0,170.4,1,Canceled
1339,2,0,0,3,Not Selected,0,Room_Type 1,0,0,79.2,2,Not_Canceled
1340,2,0,2,1,Meal Plan 1,0,Room_Type 1,0,0,100,0,Canceled
1341,2,0,0,2,Meal Plan 1,0,Room_Type 2,0,0,105.5,1,Not_Canceled
1342,2,0,0,4,Meal Plan 1,0,Room_Type 2,0,0,95,0,Not_Canceled
1343,2,0,0,2,Meal Plan 1,0,Room_Type 1,0,0,120,0,Canceled
1344,2,0,1,3,Meal Plan 1,0,Room_Type 1,0,0,80,0,Canceled
1345,1,0,0,2,Meal Plan 1,0,Room_Type 1,0,0,105,0,Canceled
1346,2,0,0,2,Meal Plan 1,0,Room_Type 1,0,0,105,0,Not_Canceled
1347,2,0,0,3,Meal Plan 1,0,Room_Type 4,0,0,139.5,2,Canceled
1348,2,0,1,1,Meal Plan 2,0,Room_Type 1,0,0,115,0,Canceled
1349,2,0,1,1,Not Selected,0,Room_Type 1,0,0,79.2,1,Not_Canceled
1350,2,0,0,2,Not Selected,0,Room_Type 1,0,0,65.36,2,Not_Canceled
1351,2,0,0,3,Meal Plan 1,0,Room_Type 4,0,0,123.3,2,Not_Canceled
1352,1,0,0,1,Meal Plan 1,0,Room_Type 1,0,0,84,0,Not_Canceled
1353,2,0,2,1,Meal Plan 1,0,Room_Type 4,0,0,77.6,0,Canceled
1354,2,1,2,2,Meal Plan 1,0,Room_Type 1,0,0,105.4,3,Not_Canceled
1355,1,0,0,2,Meal Plan 2,0,Room_Type 1,0,0,87,0,Not_Canceled
1356,2,0,0,3,Meal Plan 1,0,Room_Type 4,0,0,90.95,0,Not_Canceled
1357,2,0,0,2,Meal Plan 2,0,Room_Type 1,0,0,115,0,Canceled
1358,2,0,0,3,Meal Plan 1,0,Room_Type 1,0,0,75,0,Not_Canceled
1359,2,0,2,2,Meal Plan 1,0,Room_Type 1,0,0,81.77,1,Not_Canceled
1360,1,0,2,1,Meal Plan 1,0,Room_Type 1,0,0,147,0,Canceled
1361,2,2,2,1,Meal Plan 1,0,Room_Type 6,0,0,198.9,0,Canceled
1362,1,0,1,1,Meal Plan 1,0,Room_Type 4,0,0,136,1,Not_Canceled
1363,3,0,1,2,Meal Plan 1,0,Room_Type 4,0,0,110.7,2,Not_Canceled
1364,2,0,2,6,Not Selected,0,Room_Type 1,0,0,62.58,1,Not_Canceled
1365,2,1,0,1,Meal Plan 1,0,Room_Type 5,0,0,102.68,1,Not_Canceled
1366,2,0,0,1,Not Selected,0,Room_Type 1,0,0,108,0,Canceled
1367,2,1,2,3,Meal Plan 1,0,Room_Type 1,0,0,90,2,Not_Canceled
1368,2,0,1,3,Not Selected,0,Room_Type 1,0,0,76.5,1,Canceled
1369,2,0,1,2,Meal Plan 1,0,Room_Type 1,0,0,65,0,Not_Canceled
1370,1,0,0,1,Not Selected,0,Room_Type 1,0,0,90.71,0,Not_Canceled
1371,2,0,0,4,Meal Plan 1,0,Room_Type 4,0,0,95.4,1,Canceled
1372,2,0,2,2,Meal Plan 1,0,Room_Type 1,0,0,88.5,0,Not_Canceled
1373,1,0,1,3,Meal Plan 1,0,Room_Type 1,0,0,136.06,1,Canceled
1374,2,0,0,3,Meal Plan 1,0,Room_Type 1,0,0,52,1,Not_Canceled
1375,2,0,1,2,Meal Plan 1,0,Room_Type 1,0,0,85,0,Not_Canceled
1376,2,0,0,2,Meal Plan 2,0,Room_Type 1,0,0,101.5,0,Not_Canceled
1377,2,0,1,3,Meal Plan 1,0,Room_Type 1,0,0,82.45,0,Not_Canceled
1378,2,0,1,3,Meal Plan 1,0,Room_Type 4,0,0,61.5,0,Not_Canceled
1379,2,0,2,1,Not Selected,0,Room_Type 1,0,0,98.1,0,Canceled
1380,2,2,0,3,Meal Plan 1,0,Room_Type 5,0,0,138.25,0,Not_Canceled
1381,2,0,0,1,Not Selected,0,Room_Type 1,0,0,76.23,1,Not_Canceled
1382,2,0,0,3,Meal Plan 1,0,Room_Type 1,0,0,78.3,2,Canceled
1383,2,0,1,3,Meal Plan 1,0,Room_Type 1,0,0,94.5,2,Not_Canceled
1384,1,0,0,1,Meal Plan 1,0,Room_Type 1,0,5,66,0,Not_Canceled
1385,2,0,0,1,Meal Plan 1,0,Room_Type 1,0,0,80,0,Canceled
1386,1,0,1,0,Meal Plan 1,0,Room_Type 1,0,0,89,0,Not_Canceled
1387,2,0,0,3,Meal Plan 1,0,Room_Type 1,0,0,114.67,2,Not_Canceled
1388,2,0,1,2,Meal Plan 1,0,Room_Type 1,0,0,91,0,Not_Canceled
1389,2,0,0,3,Meal Plan 1,0,Room_Type 1,0,0,141,0,Canceled
1390,2,0,0,3,Meal Plan 1,0,Room_Type 1,0,0,130,0,Canceled
1391,2,0,2,2,Meal Plan 1,0,Room_Type 1,0,0,90.95,1,Not_Canceled
1392,2,0,1,1,Meal Plan 2,0,Room_Type 1,0,0,112.2,0,Not_Canceled
1393,2,0,0,3,Meal Plan 1,0,Room_Type 1,0,0,68,1,Not_Canceled
1394,2,0,0,1,Not Selected,0,Room_Type 1,0,0,75,1,Not_Canceled
1395,0,1,2,4,Meal Plan 1,0,Room_Type 2,0,0,73.74,1,Not_Canceled
1396,2,0,1,3,Meal Plan 1,0,Room_Type 1,0,0,118.8,1,Not_Canceled
1397,2,0,0,1,Not Selected,0,Room_Type 1,0,0,67.5,0,Not_Canceled
1398,2,0,0,3,Not Selected,0,Room_Type 1,0,0,79.2,2,Not_Canceled
1399,2,0,0,2,Meal Plan 2,0,Room_Type 1,0,0,124,1,Canceled
1400,1,0,0,2,Meal Plan 1,0,Room_Type 1,0,0,62,0,Not_Canceled
1401,1,0,0,2,Meal Plan 2,0,Room_Type 1,0,0,0,0,Not_Canceled
1402,2,0,2,1,Meal Plan 1,0,Room_Type 4,0,0,118.8,2,Not_Canceled
1403,3,0,0,0,Meal Plan 1,0,Room_Type 4,0,0,0,2,Not_Canceled
1404,1,0,0,1,Meal Plan 1,0,Room_Type 4,0,2,110,1,Not_Canceled
1405,2,0,0,1,Meal Plan 1,0,Room_Type 4,0,0,149.4,0,Canceled
1406,2,0,2,2,Meal Plan 1,0,Room_Type 1,0,0,75,0,Not_Canceled
1407,2,0,2,5,Meal Plan 1,0,Room_Type 4,0,0,52,0,Not_Canceled
1408,3,0,0,2,Meal Plan 1,0,Room_Type 4,0,0,137.7,0,Canceled
1409,2,0,0,1,Meal Plan 2,0,Room_Type 1,0,0,108,0,Canceled
1410,2,0,1,5,Meal Plan 1,0,Room_Type 4,0,0,111.35,1,Not_Canceled
1411,2,1,1,2,Meal Plan 2,0,Room_Type 1,0,0,127.05,0,Canceled
1412,2,0,0,3,Meal Plan 1,0,Room_Type 1,0,0,80.3,1,Not_Canceled
1413,3,0,0,4,Meal Plan 1,0,Room_Type 4,0,0,168.3,1,Canceled
1414,2,0,1,4,Meal Plan 1,0,Room_Type 4,0,0,96.9,2,Not_Canceled
1415,2,0,2,1,Meal Plan 1,0,Room_Type 4,0,0,60,0,Not_Canceled
1416,1,0,2,1,Not Selected,0,Room_Type 1,0,0,88,2,Not_Canceled
1417,2,0,1,2,Not Selected,0,Room_Type 1,0,0,122.33,0,Canceled
1418,3,0,0,1,Meal Plan 1,0,Room_Type 4,0,0,137.7,1,Not_Canceled
1419,2,0,2,2,Meal Plan 1,0,Room_Type 1,0,0,72.07,1,Not_Canceled
1420,2,0,0,4,Meal Plan 1,0,Room_Type 1,0,0,84.58,1,Not_Canceled
1421,2,0,1,2,Not Selected,0,Room_Type 1,0,0,140,2,Not_Canceled
1422,2,2,0,1,Meal Plan 2,0,Room_Type 6,0,0,259.2,1,Not_Canceled
1423,2,0,2,1,Meal Plan 1,0,Room_Type 1,0,0,85.5,0,Not_Canceled
1424,2,0,0,1,Meal Plan 1,0,Room_Type 1,0,0,111,0,Not_Canceled
1425,1,0,0,2,Meal Plan 2,0,Room_Type 1,0,0,1,0,Not_Canceled
1426,2,0,2,2,Meal Plan 1,0,Room_Type 1,0,0,108.45,1,Canceled
1427,2,0,2,2,Meal Plan 1,0,Room_Type 4,0,0,120.38,1,Not_Canceled
1428,1,0,0,1,Meal Plan 1,0,Room_Type 1,0,0,85.5,0,Canceled
1429,1,0,0,2,Meal Plan 1,0,Room_Type 1,0,0,100,0,Not_Canceled
1430,1,0,2,0,Meal Plan 1,0,Room_Type 1,0,0,84.7,0,Not_Canceled
1431,3,0,2,2,Meal Plan 1,0,Room_Type 1,0,0,115.85,2,Not_Canceled
1432,2,0,0,2,Not Selected,0,Room_Type 1,0,0,81,2,Not_Canceled
1433,2,0,2,1,Meal Plan 1,0,Room_Type 1,0,0,117,1,Not_Canceled
1434,2,0,2,3,Not Selected,0,Room_Type 1,0,0,55.32,0,Not_Canceled
1435,2,0,0,1,Meal Plan 1,0,Room_Type 1,0,0,65,0,Not_Canceled
1436,3,0,2,2,Meal Plan 1,0,Room_Type 1,0,0,82,1,Not_Canceled
1437,3,0,1,1,Meal Plan 1,0,Room_Type 4,0,0,182,0,Canceled
1438,2,0,2,2,Not Selected,0,Room_Type 1,0,0,131.5,3,Not_Canceled
1439,2,0,2,2,Meal Plan 1,0,Room_Type 1,0,0,81,0,Not_Canceled
1440,2,0,1,2,Meal Plan 1,0,Room_Type 1,0,0,132,0,Canceled
1441,2,0,0,2,Not Selected,0,Room_Type 1,0,0,81,1,Not_Canceled
1442,2,0,1,2,Not Selected,0,Room_Type 1,0,0,89.4,0,Canceled
1443,2,0,2,1,Meal Plan 1,0,Room_Type 1,0,0,135.9,0,Not_Canceled
1444,2,1,0,1,Meal Plan 1,0,Room_Type 1,0,0,112.5,0,Canceled
1445,3,0,1,3,Meal Plan 1,0,Room_Type 4,0,0,124.1,1,Canceled
1446,1,0,0,2,Meal Plan 2,0,Room_Type 1,0,0,90,0,Not_Canceled
1447,2,0,2,0,Meal Plan 1,0,Room_Type 1,0,0,121,2,Not_Canceled
1448,2,0,0,2,Meal Plan 1,0,Room_Type 1,0,0,52,0,Canceled
1449,1,0,0,2,Meal Plan 1,0,Room_Type 1,0,0,89,0,Canceled
1450,2,0,2,4,Meal Plan 1,0,Room_Type 4,0,0,138,0,Canceled
1451,2,0,1,0,Not Selected,0,Room_Type 4,0,0,129,0,Not_Canceled
1452,2,0,1,0,Meal Plan 1,1,Room_Type 4,0,0,132.3,3,Not_Canceled
1453,2,0,0,1,Not Selected,1,Room_Type 1,0,0,90,0,Not_Canceled
1454,2,0,2,6,Meal Plan 2,0,Room_Type 1,0,0,140.25,1,Not_Canceled
1455,2,2,1,3,Meal Plan 1,0,Room_Type 6,0,0,187.85,1,Not_Canceled
1456,2,0,0,1,Meal Plan 2,0,Room_Type 1,0,0,108,0,Canceled
1457,2,0,2,0,Meal Plan 1,0,Room_Type 1,0,0,54,0,Not_Canceled
1458,2,0,2,1,Not Selected,0,Room_Type 1,0,0,73.5,1,Canceled
1459,2,0,2,2,Meal Plan 1,0,Room_Type 1,0,0,80.75,0,Not_Canceled
1460,2,0,0,2,Not Selected,0,Room_Type 1,0,0,81,0,Not_Canceled
1461,2,0,0,1,Meal Plan 2,0,Room_Type 1,0,0,108,0,Canceled
1462,2,0,2,1,Meal Plan 1,0,Room_Type 1,0,0,90.3,1,Not_Canceled
1463,2,0,1,2,Meal Plan 1,0,Room_Type 1,0,0,82.7,1,Not_Canceled
1464,2,0,0,1,Not Selected,0,Room_Type 1,0,0,89,0,Canceled
1465,2,0,0,4,Meal Plan 1,0,Room_Type 1,0,0,92.28,1,Not_Canceled
1466,2,0,2,1,Meal Plan 1,0,Room_Type 1,0,0,105.3,1,Not_Canceled
1467,2,0,1,2,Meal Plan 1,0,Room_Type 4,0,0,112.42,0,Canceled
1468,1,0,0,3,Meal Plan 1,0,Room_Type 1,0,0,114,1,Not_Canceled
1469,2,1,1,2,Meal Plan 2,0,Room_Type 1,0,0,194.85,1,Canceled
1470,1,0,1,5,Meal Plan 1,0,Room_Type 1,0,0,80,0,Canceled
1471,2,0,1,0,Not Selected,0,Room_Type 1,0,0,116.1,1,Not_Canceled
1472,1,0,2,0,Meal Plan 1,0,Room_Type 1,0,0,65,0,Not_Canceled
1473,2,1,0,3,Meal Plan 1,0,Room_Type 1,0,0,125.1,0,Canceled
1474,2,0,0,3,Meal Plan 1,0,Room_Type 1,0,0,82.44,1,Not_Canceled
1475,2,0,1,3,Meal Plan 1,0,Room_Type 1,0,0,111.75,1,Not_Canceled
1476,1,0,0,3,Meal Plan 1,0,Room_Type 1,0,0,110,0,Canceled
1477,1,0,0,2,Meal Plan 2,0,Room_Type 1,0,0,90,0,Not_Canceled
1478,2,0,2,0,Meal Plan 1,0,Room_Type 1,0,0,135.9,1,Not_Canceled
1479,1,0,1,0,Meal Plan 1,0,Room_Type 1,0,0,106,0,Not_Canceled
1480,2,0,1,4,Meal Plan 1,0,Room_Type 1,0,0,90,0,Canceled
1481,2,0,0,2,Meal Plan 1,0,Room_Type 1,0,0,2,0,Not_Canceled
1482,2,0,2,3,Not Selected,0,Room_Type 1,0,0,79.05,0,Canceled
1483,2,0,0,3,Meal Plan 1,1,Room_Type 1,0,0,139,1,Not_Canceled
1484,2,0,1,1,Meal Plan 1,0,Room_Type 1,0,0,128.5,2,Not_Canceled
1485,2,0,2,2,Not Selected,0,Room_Type 1,0,0,58.14,0,Not_Canceled
1486,2,2,2,4,Meal Plan 1,0,Room_Type 6,0,0,196.67,4,Not_Canceled
1487,1,0,0,2,Meal Plan 1,0,Room_Type 1,0,0,81,0,Not_Canceled
1488,2,0,2,5,Meal Plan 1,0,Room_Type 4,0,0,82.45,0,Not_Canceled
1489,2,0,2,0,Not Selected,0,Room_Type 1,0,0,95,0,Canceled
1490,1,0,2,7,Meal Plan 1,0,Room_Type 1,0,0,0,0,Not_Canceled
1491,2,0,1,5,Meal Plan 1,0,Room_Type 4,0,0,164.33,0,Canceled
1492,2,0,2,2,Meal Plan 2,0,Room_Type 4,0,0,156.6,2,Not_Canceled
1493,2,0,0,3,Meal Plan 1,0,Room_Type 1,0,0,111.35,0,Canceled
1494,2,0,2,1,Meal Plan 1,0,Room_Type 1,0,0,65,0,Not_Canceled
1495,2,0,1,0,Meal Plan 1,0,Room_Type 1,0,0,98.82,0,Canceled
1496,1,0,0,1,Meal Plan 1,0,Room_Type 4,0,0,110,0,Canceled
1497,1,0,1,2,Meal Plan 1,0,Room_Type 4,0,0,88.01,1,Not_Canceled
1498,2,0,0,3,Meal Plan 1,0,Room_Type 1,0,0,68,0,Not_Canceled
1499,2,0,0,2,Meal Plan 1,0,Room_Type 1,0,0,79.35,1,Not_Canceled
1500,2,0,2,3,Meal Plan 1,0,Room_Type 1,0,0,70.03,1,Not_Canceled
1501,2,0,1,2,Meal Plan 1,0,Room_Type 4,0,0,118.8,0,Canceled
1502,1,0,1,0,Meal Plan 1,0,Room_Type 1,0,0,159,1,Not_Canceled
1503,2,0,1,1,Not Selected,0,Room_Type 1,0,0,85.5,0,Not_Canceled
1504,1,0,2,1,Meal Plan 1,0,Room_Type 1,0,0,60,0,Canceled
1505,2,0,0,2,Not Selected,0,Room_Type 1,0,0,103.55,0,Not_Canceled
1506,2,0,0,1,Meal Plan 1,0,Room_Type 1,0,0,91,1,Not_Canceled
1507,2,0,0,2,Not Selected,0,Room_Type 1,0,0,119,1,Canceled
1508,3,0,2,5,Meal Plan 1,0,Room_Type 6,0,0,181.16,2,Not_Canceled
1509,2,0,2,1,Meal Plan 1,0,Room_Type 1,0,0,117.9,0,Canceled
1510,2,1,0,1,Meal Plan 1,0,Room_Type 1,0,0,142,2,Not_Canceled
1511,2,0,1,3,Not Selected,0,Room_Type 1,0,0,74.8,1,Not_Canceled
1512,2,0,1,3,Meal Plan 1,0,Room_Type 1,0,0,116.75,0,Canceled
1513,2,0,0,2,Meal Plan 1,0,Room_Type 1,0,0,120,0,Canceled
1514,2,0,0,1,Not Selected,0,Room_Type 1,0,0,89,0,Canceled
1515,2,0,1,2,Not Selected,0,Room_Type 1,0,0,79.2,2,Not_Canceled
1516,2,0,1,3,Meal Plan 1,0,Room_Type 1,0,0,101.34,1,Not_Canceled
1517,2,0,0,2,Not Selected,1,Room_Type 1,0,0,91.8,0,Not_Canceled
1518,1,0,1,3,Meal Plan 1,0,Room_Type 4,0,0,141,0,Canceled
1519,2,1,0,2,Meal Plan 1,0,Room_Type 1,0,0,76.08,0,Not_Canceled
1520,2,0,2,2,Meal Plan 1,0,Room_Type 1,0,0,43.5,0,Not_Canceled
1521,2,0,0,3,Meal Plan 1,0,Room_Type 2,0,0,77.25,0,Not_Canceled
1522,2,0,1,4,Meal Plan 1,0,Room_Type 1,0,0,104.17,0,Not_Canceled
1523,2,0,0,3,Meal Plan 1,0,Room_Type 1,0,0,37.33,1,Not_Canceled
1524,2,0,1,2,Meal Plan 1,0,Room_Type 1,0,0,89,0,Canceled
1525,2,0,0,1,Meal Plan 1,0,Room_Type 4,0,0,118.58,1,Not_Canceled
